group,id,day,size
Grp. A5 B6 (100% C11),449,28,169.944201
Grp. A5 B6 (100% C11),449,31,237.88647
Grp. A5 B6 (100% C11),449,35,445.8235905
Grp. A5 B6 (100% C11),449,38,801.548928
Grp. A5 B6 (100% C11),449,42,1169.2629
Grp. A5 B6 (100% C11),450,7,22.220458
Grp. A5 B6 (100% C11),450,10,59.8851725
Grp. A5 B6 (100% C11),450,14,64.8091125
Grp. A5 B6 (100% C11),450,17,91.7075585
Grp. A5 B6 (100% C11),450,21,116.129568
Grp. A5 B6 (100% C11),450,24,198.45
Grp. A5 B6 (100% C11),450,28,273.1968
Grp. A5 B6 (100% C11),450,31,479.01295
Grp. A5 B6 (100% C11),451,7,21.273232
Grp. A5 B6 (100% C11),451,10,41.048824
Grp. A5 B6 (100% C11),451,14,56.0464245
Grp. A5 B6 (100% C11),451,17,67.631264
Grp. A5 B6 (100% C11),451,21,74.33285
Grp. A5 B6 (100% C11),451,24,113.568
Grp. A5 B6 (100% C11),451,28,214.872548
Grp. A5 B6 (100% C11),452,7,22.6166545
Grp. A5 B6 (100% C11),452,10,29.7073
Grp. A5 B6 (100% C11),452,14,37.446
Grp. A5 B6 (100% C11),452,17,59.0976
Grp. A5 B6 (100% C11),452,21,66.2209375
Grp. A5 B6 (100% C11),452,24,80.128836
Grp. A5 B6 (100% C11),452,28,85.190224
Grp. A5 B6 (100% C11),452,31,109.754979
Grp. A5 B6 (100% C11),452,35,120.825072
Grp. A5 B6 (100% C11),452,38,158.4109435
Grp. A5 B6 (100% C11),452,42,288.237612
Grp. A5 B6 (100% C11),452,45,393.6902
Grp. A5 B6 (100% C11),452,49,639.7552
Grp. A5 B6 (100% C11),452,52,1048.65453
Grp. A5 B6 (100% C11),453,7,28.8078
Grp. A5 B6 (100% C11),453,10,40.640784
Grp. A5 B6 (100% C11),453,14,54.113832
Grp. A5 B6 (100% C11),453,17,67.788773
Grp. A5 B6 (100% C11),453,21,70.892458
Grp. A5 B6 (100% C11),453,24,100.9885
Grp. A5 B6 (100% C11),453,28,184.036356
Grp. A5 B6 (100% C11),453,31,226.008142
Grp. A5 B6 (100% C11),453,35,405.015625
Grp. A5 B6 (100% C11),453,38,651.92305
Grp. A5 B6 (100% C11),453,42,1042.267136
Grp. B1 nude (100% C1),454,7,20.4034
Grp. B1 nude (100% C1),454,10,38.378025
Grp. B1 nude (100% C1),454,14,88.040093
Grp. B1 nude (100% C1),454,17,145.2384
Grp. B1 nude (100% C1),454,21,211.8645
Grp. B1 nude (100% C1),454,24,384.186933
Grp. B1 nude (100% C1),454,28,654.446754
Grp. B1 nude (100% C1),454,31,1092.327647
Grp. B1 nude (100% C1),455,7,24.547973
Grp. B1 nude (100% C1),455,10,60.38515
Grp. B1 nude (100% C1),455,14,134.95977
Grp. B1 nude (100% C1),455,17,253.324064
Grp. B1 nude (100% C1),455,21,429.3
Grp. B1 nude (100% C1),455,24,864.819756
Grp. B1 nude (100% C1),455,28,1438.970236
Grp. B1 nude (100% C1),456,7,24.374184
Grp. B1 nude (100% C1),456,10,61.2864
Grp. B1 nude (100% C1),456,14,154.67922
Grp. B1 nude (100% C1),456,17,265.095654
Grp. B1 nude (100% C1),456,21,438.65512
Grp. B1 nude (100% C1),456,24,583.164582
Grp. B1 nude (100% C1),457,7,21.467592
Grp. B1 nude (100% C1),457,10,56.268416
Grp. B1 nude (100% C1),457,14,149.1417395
Grp. B1 nude (100% C1),457,17,271.980504
Grp. B1 nude (100% C1),457,21,432.3295655
Grp. B1 nude (100% C1),457,24,802.3551795
Grp. B1 nude (100% C1),457,28,1515.332416
Grp. B1 nude (100% C1),458,7,19.19232
Grp. B1 nude (100% C1),458,10,62.888823
Grp. B1 nude (100% C1),458,14,136.081344
Grp. B1 nude (100% C1),458,17,220.359051
Grp. B1 nude (100% C1),459,7,21.100176
Grp. B1 nude (100% C1),459,10,55.6468065
Grp. B1 nude (100% C1),459,14,101.391829
Grp. B1 nude (100% C1),459,17,206.98018
Grp. B1 nude (100% C1),459,21,312.7054635
Grp. B1 nude (100% C1),459,24,567.593321
Grp. B1 nude (100% C1),459,28,885.365504
Grp. B1 nude (100% C1),459,31,1146.189528
Grp. B2 nude (80% C1; 20% C11),460,7,24.062916
Grp. B2 nude (80% C1; 20% C11),460,10,56.530712
Grp. B2 nude (80% C1; 20% C11),460,14,98.348933
Grp. B2 nude (80% C1; 20% C11),460,17,138.42
Grp. B2 nude (80% C1; 20% C11),460,21,299.1449565
Grp. B2 nude (80% C1; 20% C11),460,24,528.786244
Grp. B2 nude (80% C1; 20% C11),460,28,645.3690705
Grp. B2 nude (80% C1; 20% C11),460,31,865.4688
Grp. B2 nude (80% C1; 20% C11),461,7,22.027744
Grp. B2 nude (80% C1; 20% C11),461,10,53.1116
Grp. B2 nude (80% C1; 20% C11),461,14,109.1328
Grp. B2 nude (80% C1; 20% C11),461,17,145.6128
Grp. B2 nude (80% C1; 20% C11),461,21,319.277952
Grp. B2 nude (80% C1; 20% C11),461,24,631.02672
Grp. B2 nude (80% C1; 20% C11),462,7,22.14746
Grp. B2 nude (80% C1; 20% C11),462,10,55.210211
Grp. B2 nude (80% C1; 20% C11),462,14,153.2644
Grp. B2 nude (80% C1; 20% C11),462,17,271.470712
Grp. B2 nude (80% C1; 20% C11),462,21,534.395136
Grp. B2 nude (80% C1; 20% C11),462,24,840.312796
Grp. B2 nude (80% C1; 20% C11),462,28,1573.554176
Grp. B2 nude (80% C1; 20% C11),463,7,21.958272
Grp. B2 nude (80% C1; 20% C11),463,10,39.396245
Grp. B2 nude (80% C1; 20% C11),463,14,100.6909335
Grp. B2 nude (80% C1; 20% C11),463,17,163.163385
Grp. B2 nude (80% C1; 20% C11),463,21,290.031678
Grp. B2 nude (80% C1; 20% C11),463,24,478.021526
Grp. B2 nude (80% C1; 20% C11),463,28,848.9169
Grp. B2 nude (80% C1; 20% C11),463,31,1288.522816
Grp. B2 nude (80% C1; 20% C11),464,7,24.767316
Grp. B2 nude (80% C1; 20% C11),464,10,49.975296
Grp. B2 nude (80% C1; 20% C11),464,14,113.240885
Grp. B2 nude (80% C1; 20% C11),464,17,181.8696
Grp. B2 nude (80% C1; 20% C11),465,7,24.7651145
Grp. B2 nude (80% C1; 20% C11),465,10,62.688885
Grp. B2 nude (80% C1; 20% C11),465,14,115.093062
Grp. B2 nude (80% C1; 20% C11),465,17,216.655511
Grp. B2 nude (80% C1; 20% C11),465,21,460.158412
Grp. B2 nude (80% C1; 20% C11),465,24,912.177506
Grp. B2 nude (80% C1; 20% C11),465,28,1701.777024
Grp. B3 nude (50% C1; 50% C11),466,7,19.997311
Grp. B3 nude (50% C1; 50% C11),466,10,41.8079475
Grp. B3 nude (50% C1; 50% C11),466,14,83.6194745
Grp. B3 nude (50% C1; 50% C11),466,17,131.295012
Grp. B3 nude (50% C1; 50% C11),466,21,198.375386
Grp. B3 nude (50% C1; 50% C11),466,24,404.604928
Grp. B3 nude (50% C1; 50% C11),466,28,571.780278
Grp. B3 nude (50% C1; 50% C11),466,31,914.211522
Grp. B3 nude (50% C1; 50% C11),467,7,18.300672
Grp. B3 nude (50% C1; 50% C11),467,10,41.170275
Grp. B3 nude (50% C1; 50% C11),467,14,105.6570095
Grp. B3 nude (50% C1; 50% C11),467,17,212.2403045
Grp. B3 nude (50% C1; 50% C11),467,21,411.7536
Grp. B3 nude (50% C1; 50% C11),467,24,606.164206
Grp. B3 nude (50% C1; 50% C11),467,28,903.36165
Grp. B3 nude (50% C1; 50% C11),467,31,1498.743932
Grp. B3 nude (50% C1; 50% C11),468,7,19.7925145
Grp. B3 nude (50% C1; 50% C11),468,10,33.3965325
Grp. B3 nude (50% C1; 50% C11),468,14,91.1047875
Grp. B3 nude (50% C1; 50% C11),468,17,161.586312
Grp. B3 nude (50% C1; 50% C11),468,21,359.3230345
Grp. B3 nude (50% C1; 50% C11),468,24,499.889124
Grp. B3 nude (50% C1; 50% C11),468,28,882.2986305
Grp. B3 nude (50% C1; 50% C11),468,31,1460.247552
Grp. B3 nude (50% C1; 50% C11),469,7,18.095808
Grp. B3 nude (50% C1; 50% C11),469,10,37.866112
Grp. B3 nude (50% C1; 50% C11),469,14,99.0584
Grp. B3 nude (50% C1; 50% C11),469,17,154.8348615
Grp. B3 nude (50% C1; 50% C11),469,21,276.573493
Grp. B3 nude (50% C1; 50% C11),469,24,357.224186
Grp. B3 nude (50% C1; 50% C11),469,28,517.2253125
Grp. B3 nude (50% C1; 50% C11),469,31,801.0121545
Grp. B3 nude (50% C1; 50% C11),470,7,22.199644
Grp. B3 nude (50% C1; 50% C11),470,10,49.308225
Grp. B3 nude (50% C1; 50% C11),470,14,129.309958
Grp. B3 nude (50% C1; 50% C11),470,17,227.170517
Grp. B3 nude (50% C1; 50% C11),470,21,406.722816
Grp. B3 nude (50% C1; 50% C11),470,24,645.0137975
Grp. B3 nude (50% C1; 50% C11),470,28,1384.03465
Grp. B3 nude (50% C1; 50% C11),471,7,23.158872
Grp. B3 nude (50% C1; 50% C11),471,10,56.91938
Grp. B3 nude (50% C1; 50% C11),471,14,153.894816
Grp. B3 nude (50% C1; 50% C11),471,17,195.49296
Grp. B4 nude (20% C1; 80% C11),472,7,20.19244
Grp. B4 nude (20% C1; 80% C11),472,10,36.538848
Grp. B4 nude (20% C1; 80% C11),472,14,77.220864
Grp. B4 nude (20% C1; 80% C11),472,17,130.923936
Grp. B4 nude (20% C1; 80% C11),472,21,254.779668
Grp. B4 nude (20% C1; 80% C11),472,24,441.3942785
Grp. B4 nude (20% C1; 80% C11),472,28,681.805088
Grp. B4 nude (20% C1; 80% C11),472,31,1152.889476
Grp. B4 nude (20% C1; 80% C11),473,7,24.763401
Grp. B4 nude (20% C1; 80% C11),473,10,45.028512
Grp. B4 nude (20% C1; 80% C11),473,14,101.560307
Grp. B4 nude (20% C1; 80% C11),473,17,172.439124
Grp. B4 nude (20% C1; 80% C11),473,21,330.65268
Grp. B4 nude (20% C1; 80% C11),473,24,576.0
Grp. B4 nude (20% C1; 80% C11),473,28,943.72137
Grp. B4 nude (20% C1; 80% C11),473,31,1406.389352
Grp. B4 nude (20% C1; 80% C11),474,7,25.14036
Grp. B4 nude (20% C1; 80% C11),474,10,50.171112
Grp. B4 nude (20% C1; 80% C11),474,14,117.380088
Grp. B4 nude (20% C1; 80% C11),474,17,178.7176
Grp. B4 nude (20% C1; 80% C11),474,21,309.0368375
Grp. B4 nude (20% C1; 80% C11),475,7,26.455163
Grp. B4 nude (20% C1; 80% C11),475,10,53.3232
Grp. B4 nude (20% C1; 80% C11),475,14,90.391504
Grp. B4 nude (20% C1; 80% C11),475,17,157.322506
Grp. B4 nude (20% C1; 80% C11),475,21,298.850812
Grp. B4 nude (20% C1; 80% C11),475,24,462.2038755
Grp. B4 nude (20% C1; 80% C11),475,28,634.3687285
Grp. B4 nude (20% C1; 80% C11),475,31,1048.831492
Grp. B4 nude (20% C1; 80% C11),476,7,28.416576
Grp. B4 nude (20% C1; 80% C11),476,10,59.6712
Grp. B4 nude (20% C1; 80% C11),476,14,134.8987635
Grp. B4 nude (20% C1; 80% C11),476,17,222.7748
Grp. B4 nude (20% C1; 80% C11),476,21,354.920396
Grp. B4 nude (20% C1; 80% C11),476,24,546.362838
Grp. B4 nude (20% C1; 80% C11),476,28,1077.24208
Grp. B4 nude (20% C1; 80% C11),477,7,27.36741
Grp. B4 nude (20% C1; 80% C11),477,10,56.999936
Grp. B4 nude (20% C1; 80% C11),477,14,103.6797415
Grp. B4 nude (20% C1; 80% C11),477,17,165.442176
Grp. B4 nude (20% C1; 80% C11),477,21,299.711875
Grp. B4 nude (20% C1; 80% C11),477,24,470.98017
Grp. B4 nude (20% C1; 80% C11),477,28,705.9072415
Grp. B4 nude (20% C1; 80% C11),477,31,967.03805
Grp. B5 nude (100% C11),478,7,13.5721625
Grp. B5 nude (100% C11),478,10,29.592856
Grp. B5 nude (100% C11),478,14,51.368856
Grp. B5 nude (100% C11),478,17,81.227484
Grp. B5 nude (100% C11),478,21,144.32256
Grp. B5 nude (100% C11),478,24,234.6819115
Grp. B5 nude (100% C11),479,7,16.5292
Grp. B5 nude (100% C11),479,10,37.57293
Grp. B5 nude (100% C11),479,14,66.3552
Grp. B5 nude (100% C11),479,17,98.800016
Grp. B5 nude (100% C11),479,21,142.2328635
Grp. B5 nude (100% C11),479,24,185.7411575
Grp. B5 nude (100% C11),479,28,321.489
Grp. B5 nude (100% C11),479,31,382.550202
Grp. B5 nude (100% C11),479,35,546.225456
Grp. B5 nude (100% C11),479,38,817.1699805
Grp. B5 nude (100% C11),480,7,13.279839
Grp. B5 nude (100% C11),480,10,34.939562
Grp. B5 nude (100% C11),480,14,43.578672
Grp. B5 nude (100% C11),480,17,77.62425
Grp. B5 nude (100% C11),480,21,107.177427
Grp. B5 nude (100% C11),480,24,201.64175
Grp. B5 nude (100% C11),480,28,299.5542
Grp. B5 nude (100% C11),480,31,452.828232
Grp. B5 nude (100% C11),480,35,717.232566
Grp. B5 nude (100% C11),480,38,1001.034331
Grp. B5 nude (100% C11),481,7,20.281216
Grp. B5 nude (100% C11),481,10,33.324712
Grp. B5 nude (100% C11),481,14,57.1302125
Grp. B5 nude (100% C11),481,17,93.161104
Grp. B5 nude (100% C11),481,21,143.6322055
Grp. B5 nude (100% C11),481,24,267.52205
Grp. B5 nude (100% C11),481,28,422.048992
Grp. B5 nude (100% C11),481,31,665.983681
Grp. B5 nude (100% C11),481,35,1026.7264
Grp. B5 nude (100% C11),482,7,14.248814
Grp. B5 nude (100% C11),482,10,30.3966045
Grp. B5 nude (100% C11),482,14,42.7097645
Grp. B5 nude (100% C11),482,17,62.2788625
Grp. B5 nude (100% C11),482,21,111.412784
Grp. B5 nude (100% C11),482,24,170.5078125
Grp. B5 nude (100% C11),482,28,252.802368
Grp. B5 nude (100% C11),482,31,330.339906
Grp. B5 nude (100% C11),482,35,549.10282
Grp. B5 nude (100% C11),482,38,667.804149
Grp. B5 nude (100% C11),483,7,19.554784
Grp. B5 nude (100% C11),483,10,31.2145545
Grp. B5 nude (100% C11),483,14,46.2614125
Grp. B5 nude (100% C11),483,17,70.3978875
Grp. B5 nude (100% C11),483,21,111.5829
Grp. B5 nude (100% C11),483,24,256.730952
Grp. B5 nude (100% C11),483,28,459.8825375
